Video_File,Audio_File,Duration,Transcript
@grabbarmedextraenergi_video_7244183145497578778.mp4,@grabbarmedextraenergi_video_7244183145497578778.mp3,29.68, Là chatteelene min fest ... kal
@claireeswift_video_7140726255975959850.mp4,@claireeswift_video_7140726255975959850.mp3,20.48, Theist
@maelabz92_video_7210773190266686726.mp4,@maelabz92_video_7210773190266686726.mp3,56.8," Trying Swedish tobacco. Hi guys, we're going to try this one. I've tried it before years ago And I was brokenhearted and then now it's gonna be the first time that I'm gonna try it again in ages So well, how do you call it? What's this? Snues Snues So Take one this is not drugs, Grah and we don't do drugs here, okay? Yeah, so how how how am I gonna use this one same as before here? Yes, you just hit the rock. Okay, it's mint Strong yeah, it's strong mint Guys, I think oh no, it's me. It's spicy It's spicy Here yeah like a monkey Spicy, yeah, I don't like it spicy and it's too strong"
@dinsugarbaby_video_7145461416307264773.mp4,@dinsugarbaby_video_7145461416307264773.mp3,0.0,
@baccercanman_video_7192772798840835371.mp4,@baccercanman_video_7192772798840835371.mp3,0.0,
@polletestar_video_7209302812558134533.mp4,@polletestar_video_7209302812558134533.mp3,71.47999999999999," Jag har verkligen tagit mig att ni tar oss på politiskt och idag ska vi testa en riktig badding var iceberg grape gönva Jag är ju stora på hoppningar för denna Det är osamma och var fin med hoppas att den smaker är nog godar var Låt oss verkligen öppna upp hambma För han är inte öppnatsen i den där gång Det lyckte vi lite vindruv att vara Men jag kan säga att det lyckte ju mer grejen än av vindruv och den själva vindruvan Så jag vet inte riktigt att den skruta Jag tror det är 150 som skålar det här var Jag hade stora på hoppningar för denna Och till dag så måste jag säga att på leportaget som 3D fannt var mig besviken var På grund av att det smaka var en ikutilig smaker kommer att riktig ge en om Jag vill säga att den visst, jag kan känna mig med grape en EU inte där Jag har verkligen att jag hade mitt skynkapur om mig Jag är ljå och sjolade Men någon som la vindruv är med mullig som det hade varit mest optimala men nu är inte läget så jag var Så jag måste lägga denna en fem av tio polla på grund av att den smakas i tådag Men styrken är där jag är vitt vis Hade det gått av att vi ses nästa gång och hej"
@bigmeech788_video_7262530754977123630.mp4,@bigmeech788_video_7262530754977123630.mp3,10.52," Lord, if you love me right now, you'll flip that motherfucker you, if you fuck with me, G-O-D, you'll flip that motherfucker right that. Now that person, just..."
@blakeking_22_video_7219008389559504174.mp4,@blakeking_22_video_7219008389559504174.mp3,85.0," We're Fresno City and this is Zimbal. Ah! Ah! Oh! Oh! Oh! He's out of sight! We got Cameron Cunning's Noah Galvin on the mound. Oh! Cameron, what do you got to say about this man Zimbal? New game man, new game invented. It's fun home. It's just a game that's on the feet of the Zimbal. It's on the feet of the Zimbal. Oh! Oh! Oh! We got a bomb! Let's go! Bomb, bomb city. Bomb city for Noah Galvin. Noah Galvin, how do we go? Yeah, just getting right off of looking to go that way today. They're serving him with the wind blowing out way. Love it. We start, we start. We start. We start playing. Two, one, two, one, two, one. We got a safe lock. Oh! Got a cut. Hey, cut's gone. What do we do? We got a thing about Zimbal. What do you think about it? You like it? It's a quality game. It reminds me of a game I can't really feel the feeling of it. Love it."
@antonio.boz_video_7218586224024472838.mp4,@antonio.boz_video_7218586224024472838.mp3,32.480000000000004," Leute, könnt ihr euch so draufkatzen, was sind diese, die draußen rumlaufen und so. So, sowieso jeden Scheiß essen und du wirst einfach mal aus Job, so ein Kuba-Stunster hin. Denkst du nix dabei, die wird da sowieso nicht essen, aber nein, oder die habt das gegessen. Die sieht wah niller Sky, ah los, steh mal auf! Hey! Hallo! Hallo! Steh mal auf! Kuba-Um. Hurra, die öffnet哈哈哈興, also da starten!"
@fill_wisher_video_7221321758647815470.mp4,@fill_wisher_video_7221321758647815470.mp3,6.5," Me? Obsessed with you? Yes, yes I am bitch."
@ja.i.moj.dajo_video_7209762386524261638.mp4,@ja.i.moj.dajo_video_7209762386524261638.mp3,3.4," Jungs wär's nuss braucht da, ist ein Jung in Müchen erklärt."
@dagens_macka_video_7133158923581885701.mp4,@dagens_macka_video_7133158923581885701.mp3,28.78, 이어진 두간 벗기 앨범 터데라
@anna.bicycleman_video_7186606114358791429.mp4,@anna.bicycleman_video_7186606114358791429.mp3,15.0," You could bet that never got us in the best Change, I'll be the rubber band, you'll be the match I'll be a fuse, boom, hey, you're baby, you could be the new I'm the reporter baby, you could be the new Cause you're cigarette, and I'm a smokers We raise a bet, cause you're the..."
@la.speciale_video_7188143795848989958.mp4,@la.speciale_video_7188143795848989958.mp3,67.28," mon sang, pourquoi t'as laïne comme ça ? il faut pas appeler ce ton coeur mais bref, en vrai devrait ! ouais, t'as trop raison le sang, faut trop qu'on fasse sauter mon compte ouais, non, en vrai devrait je vous comprends pas, je comprends ça parce que par contre, ceux qui roule, des pêtes et qui passent après vous leur dites quoi eux ? vous leur dites rien parce que vous faites pareil juste les snooze vous aimez pas parce que vous prenez des trop forts et après ça vous remalte vous connaissez pas la vraie éculité du snooze ? en plus de ça comme j'ai dit moi je ne crois pas des snooze je prends des nices au peuches il n'y a pas de tabas dedans, il y a un tout ça du commencant à peste ton coeur tranquillement et comment quand tu pourras comment t'es ? comment pas pour rien t'as vu ? sur moi, en vrai je me faut le tailler sur le fin comment t'es à ma vidéo elle va être encore revue mais la vieux guité, la vieux guité tu perds du temps, tu perds du temps le sang bref en tout cas, forçât-toi et frère, prenez soin de vous et faites attention à vous"
@tvedegaard_video_7193248521611414790.mp4,@tvedegaard_video_7193248521611414790.mp3,95.88," OK, vi har untuk pakket, hvis du flümsn Kobl ies Germany, Lisburg så er vi anden Vi har det 5 ugen concludes Den er stondet en desto vejredsesk Whiser du vi, og til dem, er det som flüms contempt Why the fuck Ja, det klarer vi virkede, men der er sådan en gode Du kan blive kander på. Okay. Oh! Oh! Okay, de er super, superblød. Altså, man har kun kun stendet blød. Nå, prøv om. Det er jo sød. Okay, nu er jeg for 9 og 7. Der skulle være 100 miniggrup med dem her. Ja, man kan godt mærke den her. Rægnelig fucking hård den her. Hvor smag på den? Okay. Hvor er det så så? Det er så så fornød. Det er spørgsmål så. Okay, jeg har lige tørnet nu, at den syg er lidt nødt om den tørt nu. Vi sætter den til mig, der rød den om der er ramme. Og så tænker den. Okay. Skølge den. Ja, der giver den nok fucking tid til at sige for den, der fanges der. Duft, der er det fin nok og smag. Den er okay. Jeg er fanget med tanket. Så er det glad den, når du er 10. Ja. 5, 4, 15. Ja, det er en eksempel."
@deprimeratsajko_video_7219283984792980741.mp4,@deprimeratsajko_video_7219283984792980741.mp3,5.12, Bombastic side eye. Criminal offensive side eye.
@simen.velle_video_7204880803300396293.mp4,@simen.velle_video_7204880803300396293.mp3,44.68," Etter at vi har gjort snuslovlig, er mye grunn til at folk ikke røker så mange sykeger retter. Og så skal man være veldig forskiktig med oppfordere folk til å snuse. Det er helt enig. Snus er ikke bra. Det er heller. Det beste er å bruke ingenting. Absolutt. Men når det er sagt så, så mener jeg at vi som politiker er, vi har ikke et ansvar for å få måtte kuve folk i den retningen vi ønsker. Vi har et ansvar for å opplyse folk, og så kan folk få å ta seg nægne. Selvst enda det er valg, og der litt det er oppleverat, at det er hvert fall den reeringen vi satt i gjorde. Vi informerer folk om hva som var muligheten, hva som var konsekvensene, og så fik folk lov til å ta opplyse til valg. Og det er det som på måte er den ideologiske forskjellen i den debattene, og det her å høre venstre siden, er at høyres i den storlepalt folk, er smart nokt å ta de riktige valgene."
@bigdriveenergy_video_7221549789945679150.mp4,@bigdriveenergy_video_7221549789945679150.mp3,47.36, You see the aftermarket rims on this puppy I'm rolling deep with some twelves Good luck keeping anything dry without this puppy You see this umbrella holder these things don't come standard I haven't lost a can of Tucker Carlson since 2008 You see the fucking suspension on this thing this seems like the Bentley of push cards Have fun carrying your water bottle bitch You guys want any snacks I got like a whole 7-Eleven up in here My back feels great you guys are up for another 18 year one
@fukenhell_video_7192303058095852806.mp4,@fukenhell_video_7192303058095852806.mp3,9.48, Merry Christmas !
@adrianfloren_video_7174084289456311557.mp4,@adrianfloren_video_7174084289456311557.mp3,45.0," I'm not funny. Funny. I'm not saying, ooh, I think there's a strong voice. She told me put my heart in the back, in the body it's hard. Now you're running from love, I'm not fast. So I make it worse. Now I'm digging up a grave for my past. I'm all different person. It's a gift in a crash. But I get a reverse. I get a reverse. It was a given in a crash. And I'm drinking too much. I want my towel to slide. That's time I saw you."
@norwaychris_video_7253877827605515546.mp4,@norwaychris_video_7253877827605515546.mp3,19.0," Slag ut i bakgjentet av hvera tar en løs. Hva en lund i tar en løggen, ikke for min oppløsning og spesien fucking bagett. Laster det til å stoppe jobb, så jeg kan farne ikke gjøre noen ting alle. Til litt at de tar en løgger fyrt ned, jeg har med vånt, og jeg har ganger snakker opp hvister. For meg sandset til at jeg har fikk akkurat no."
@la.speciale_video_7260897096075611418.mp4,@la.speciale_video_7260897096075611418.mp3,5.12, ... T'es en train de perdre tes couilles mon gars !
@aufgeklaert_video_7141690263256272134.mp4,@aufgeklaert_video_7141690263256272134.mp3,38.56," Die Bebara Professor, wie gefährlich ist es eigentlich? Wir befinden Kollegen von dir, freme sich diese kleinen Snuz-Dinger, die ganz seit den Schnauben. Aber du ist davon noch nicht so ganz überzeugt und würdest jetzt gerne mal wissen, wie gefährlich das eigentlich ist. Wie in unserem letzten Video beschrieben ist Snuz letztendlich Tawag. Und dementsprechend ist hier Nikotin, Drin und Nikotin sucht natürlich schnell am Start. Rausschert geben erhöht Snuz an unters Risiko für Krebs in der Frerz-Luke, also im Mund und im Rachenbereich. Ferreweise muss man sagen, dass Snuz insgesamt weniger schädlich als das Glimmstänge rauchen ist und vielleicht Möglichkeit darstellt, vom Rauchen wegzukommen. Trotzdem am besten eine Finger weg vom Beim und hier dringend das Plusweg machen."
@husaam.khadar_video_7246452190724836635.mp4,@husaam.khadar_video_7246452190724836635.mp3,41.24," Hoi. Arrogsel ist ein Austinparkceler. Du sechst mit der K 1938? Die haben einen kleinen Plan. Arrogensnoß? Ja. Ich habe den Danke aufgenommen. Aber das istnea ums Camp gemeinsam, gibt họ am Meer."
@pabstbluechuggin_video_7267535489387875627.mp4,@pabstbluechuggin_video_7267535489387875627.mp3,80.16000000000001," Fucking moron, I drank this 40 year old ham's light and I forgot to hit record. What on the fucking dickhead? Fuck it. Let's do the 40 year old strobe. Strobe light. Does best flavor have consumed before day on bottom of the can? 8 is 0506 of 89. It's popping osamas and laden. Got some cycle parts, was nice enough to give me both of these dope cans. I'm definitely recording this time. So we do got some shitties, some big old shitties in there. Cheers. Good head on that, huh? That was good. Size from the chunks and shit, which we still got some in there. That was a delicious beer. 9.1 on the old beer scale, I'm attend."
@polletestar_video_7200728906918350086.mp4,@polletestar_video_7200728906918350086.mp3,14.96," Det är nog på det här i jorden men jag är ett sluts och jag ord egentligen går handlar vad kan jag göra då? Vi på min link använder på det för att rabatt kjaden och förlåt för idag kommer den sluts review 150 milligram på chan. Men jag stöjer den där, har du gått?"
@docxalina_video_7168870575044103430.mp4,@docxalina_video_7168870575044103430.mp3,48.959999999999994," Das passiert, wenn du jeden Tag snus verwendest. Punkt Nummer eins, deine Zähne werden schlechter werden. Denn snusst wirkt sich negativ auf die Mundgesundheit aus. Du wirst vermehrt unter Karriersleiden, aber auch faulige Zähne bekommen oder im schlimmsten Fall Zahnausfall. Punkt Nummer zwei. Er rauchend ist ja bekannt dafür, dass es vor allem Lungenerkrankungen wie Lungenkrebs oder auch Margentumuruf erördern kann. Weil snusst es so, dass hier in Studien eine vermehrte Entwicklung von Bauchspeicheldrüchenkrebs, also Pancreas, Tomoren verzeichnet werden konnte. Und Punkt Nummer drei. Das snusst über die Mondschleim heute aufgenommen werden kann, ist es weniger stark zu kontrollieren. Es bedeutet, es kann häufig zu Überdusierungen kommen vom Nikotien. Das heißt auch zum Beispiel zu Herzrasen, Kopfschmerzen, Herzkreislauferkrankungen."
